レースID,頭数,競馬場,グラウンド,距離,馬番,単勝人気,展開予想,直近タイム指数平均1,差_直近タイム指数平均1_レース平均値,騎手複勝率,条件複勝率1,条件複勝率2,条件複勝率4,条件優勝率1,着番,着番カテゴリ,タイム指数,差_タイム指数_直近ベストタイム指数平均1
230112D02,8,園田,ダ,1870,5,7,差し,-1,-4.791665788,0.209936678,0.294117647,0.357816712,1.25E-01,1.29E-01,3,カテゴリ2,17,18
230112D02,8,園田,ダ,1870,6,8,差し,-10,-13.79166579,0.192846034,0.32231405,0.357816712,1.25E-01,1.23E-01,7,カテゴリ3,5,15
230112D02,8,園田,ダ,1870,7,4,追込,-2,-5.791665788,2.58E-01,2.77E-01,0.19754977,1.25E-01,9.24E-02,5,カテゴリ3,12,14
230112D02,8,園田,ダ,1870,8,1,差し,0.3333333,-3.458332488,0.578014184,0.290237467,0.357816712,1.25E-01,1.41E-01,1,カテゴリ1,21,20.6666667
230112G09,8,佐賀,ダ,2000,1,8,差し,51.66667,-7.95832875,0.241851107,0.272727273,0.313868613,1.25E-01,1.17E-01,7,カテゴリ3,41,-10.66667
230112G09,8,佐賀,ダ,2000,2,4,差し,65.66666,6.04166125,0.327014218,0.295454545,0.313868613,1.25E-01,1.18E-01,2,カテゴリ2,57,-8.66666
230112G09,8,佐賀,ダ,2000,3,7,差し,54.66667,-4.95832875,0.239190432,0.363636364,3.14E-01,1.25E-01,1.13E-01,8,カテゴリ3,35,-19.66667
230112G09,8,佐賀,ダ,2000,4,3,差し,54,-5.62499875,0.54380531,2.05E-01,0.313868613,1.25E-01,1.17E-01,5,カテゴリ3,52,-2
230112G09,8,佐賀,ダ,2000,5,6,差し,53.33333,-6.29166875,0.462016245,0.222222222,3.14E-01,1.25E-01,1.29E-01,6,カテゴリ3,51,-2.33333
230112G09,8,佐賀,ダ,2000,6,2,差し,68.66666,9.04166125,0.407588739,0.338461538,3.14E-01,1.25E-01,1.23E-01,1,カテゴリ1,57,-11.66666
230112G09,8,佐賀,ダ,2000,7,1,差し,67,7.37500125,3.34E-01,0.194444444,3.14E-01,1.25E-01,1.17E-01,3,カテゴリ2,53,-14
230112G09,8,佐賀,ダ,2000,8,5,差し,62,2.37500125,0.260807938,0.382716049,3.14E-01,1.25E-01,1.41E-01,4,カテゴリ3,52,-10
230113M01,8,笠松,ダ,1400,1,5,差し,27.33333,-2.8750025,0.270053476,0.316118048,0.383202547,1.02E-01,1.17E-01,4,カテゴリ3,28,0.66667
230113M01,8,笠松,ダ,1400,2,4,差し,25,-5.2083325,0.374454829,0.328320091,3.83E-01,1.02E-01,1.18E-01,1,カテゴリ1,39,14
230113M01,8,笠松,ダ,1400,3,7,追込,25,-5.2083325,0.218689163,0.347048808,2.26E-01,1.02E-01,8.31E-02,6,カテゴリ3,28,3
230113M01,8,笠松,ダ,1400,4,6,差し,29.33333,-0.8750025,9.62E-02,0.345346198,0.383202547,1.02E-01,1.17E-01,5,カテゴリ3,28,-1.33333
230113M01,8,笠松,ダ,1400,5,2,差し,43.33333,13.1249975,0.247735749,3.60E-01,0.383202547,0.102094241,0.129018054,3,カテゴリ2,33,-10.33333
230113M01,8,笠松,ダ,1400,6,3,追込,32.66667,2.4583375,0.11637931,0.349865229,0.226287263,1.02E-01,9.48E-02,8,カテゴリ3,21,-11.66667
230113M01,8,笠松,ダ,1400,7,1,先行,44.66667,14.4583375,0.351663748,0.344083527,0.483471074,2.85E-01,1.88E-01,2,カテゴリ2,39,-5.66667
230113M01,8,笠松,ダ,1400,8,8,差し,14.33333,-15.8750025,0.230155002,0.35521405,0.383202547,1.02E-01,1.41E-01,7,カテゴリ3,26,11.66667
230113M02,8,笠松,ダ,1400,1,1,先行,42.66667,16.8333375,4.75E-01,0.316118048,0.483471074,0.227272727,0.162541254,2,カテゴリ2,46,3.33333
230113M02,8,笠松,ダ,1400,2,4,差し,9,-16.8333325,0.464390818,0.328320091,0.383202547,9.09E-02,1.18E-01,1,カテゴリ1,48,39
230113M02,8,笠松,ダ,1400,3,7,追込,18.33333,-7.5000025,3.51E-01,0.347048808,0.226287263,9.09E-02,8.31E-02,3,カテゴリ2,37,18.66667
230113M02,8,笠松,ダ,1400,4,8,追込,26.33333,0.4999975,2.70E-01,0.345346198,0.226287263,9.09E-02,1.01E-01,5,カテゴリ3,30,3.66667
230113M02,8,笠松,ダ,1400,5,6,差し,17.33333,-8.5000025,0.11637931,0.359923768,0.383202547,9.09E-02,1.29E-01,8,カテゴリ3,27,9.66667
230113M02,8,笠松,ダ,1400,6,5,差し,16.33333,-9.5000025,0.282477341,3.50E-01,0.383202547,9.09E-02,1.23E-01,6,カテゴリ3,30,13.66667
230113M02,8,笠松,ダ,1400,7,2,差し,43,17.1666675,9.62E-02,0.344083527,0.383202547,9.09E-02,1.17E-01,7,カテゴリ3,28,-15
230113M02,8,笠松,ダ,1400,8,3,先行,33.66667,7.8333375,0.517793103,3.55E-01,0.483471074,2.27E-01,1.96E-01,4,カテゴリ3,33,-0.66667
230113M03,8,笠松,ダ,1400,1,6,差し,25.33333,-4.45833625,0.218689163,3.16E-01,0.383202547,1.02E-01,1.17E-01,8,カテゴリ3,16,-9.33333
230113M03,8,笠松,ダ,1400,2,3,逃げ,20,-9.79166625,0.123691722,0.328320091,0.4723093,2.85E-01,2.08E-01,5,カテゴリ3,30,10
230113M03,8,笠松,ダ,1400,3,1,差し,49,19.20833375,0.351663748,0.347048808,0.383202547,1.02E-01,1.13E-01,2,カテゴリ2,36,-13
230113M03,8,笠松,ダ,1400,4,4,差し,25,-4.79166625,0.31897712,0.345346198,0.383202547,1.02E-01,1.17E-01,7,カテゴリ3,19,-6
230113M03,8,笠松,ダ,1400,5,7,差し,31.66667,1.87500375,0.282477341,0.359923768,0.383202547,1.02E-01,1.29E-01,1,カテゴリ1,37,5.33333
230113M03,8,笠松,ダ,1400,6,5,差し,30,0.20833375,0.11637931,0.349865229,0.383202547,1.02E-01,1.23E-01,4,カテゴリ3,34,4
230113M03,8,笠松,ダ,1400,7,8,差し,28.33333,-1.45833625,9.62E-02,0.344083527,3.83E-01,1.02E-01,1.17E-01,3,カテゴリ2,34,5.66667
230113M03,8,笠松,ダ,1400,8,2,差し,29,-0.79166625,0.247735749,0.35521405,0.383202547,1.02E-01,1.41E-01,6,カテゴリ3,19,-10
230113M05,8,笠松,ダ,1400,1,7,追込,17.33333,-5.8750025,0.374454829,0.316118048,2.26E-01,1.25E-01,8.05E-02,8,カテゴリ3,-11,-28.33333
230113M05,8,笠松,ダ,1400,2,3,差し,25.33333,2.1249975,0.350696992,0.328320091,0.383202547,1.25E-01,1.18E-01,5,カテゴリ3,22,-3.33333
230113M05,8,笠松,ダ,1400,3,1,差し,28.33333,5.1249975,9.62E-02,0.347048808,0.383202547,1.25E-01,1.13E-01,1,カテゴリ1,37,8.66667
230113M05,8,笠松,ダ,1400,4,6,追込,21,-2.2083325,0.351663748,0.345346198,2.26E-01,1.25E-01,1.01E-01,3,カテゴリ2,33,12
230113M05,8,笠松,ダ,1400,5,4,追込,33,9.7916675,0.123691722,0.359923768,2.26E-01,1.25E-01,1.01E-01,2,カテゴリ2,33,0
230113M05,8,笠松,ダ,1400,6,5,差し,20.66667,-2.5416625,0.247735749,0.349865229,0.383202547,1.25E-01,1.23E-01,4,カテゴリ3,23,2.33333
230113M05,8,笠松,ダ,1400,7,8,追込,10.33333,-12.8750025,0.250856751,3.44E-01,0.226287263,1.25E-01,9.24E-02,7,カテゴリ3,5,-5.33333
230113M05,8,笠松,ダ,1400,8,2,差し,29.66667,6.4583375,2.70E-01,3.55E-01,0.383202547,1.25E-01,1.41E-01,6,カテゴリ3,10,-19.66667
230113M07,8,笠松,ダ,1400,1,8,追込,44,-7.7916675,0.374454829,3.16E-01,2.26E-01,1.25E-01,8.05E-02,8,カテゴリ3,40,-4
230113M07,8,笠松,ダ,1400,2,3,差し,46.66667,-5.1249975,0.475334018,0.328320091,3.83E-01,1.25E-01,1.18E-01,3,カテゴリ2,59,12.33333
230113M07,8,笠松,ダ,1400,3,4,差し,60,8.2083325,0.310935441,0.347048808,0.383202547,1.25E-01,1.13E-01,1,カテゴリ1,64,4
230113M07,8,笠松,ダ,1400,4,6,差し,51.66667,-0.1249975,0.351663748,0.345346198,0.383202547,1.25E-01,1.17E-01,6,カテゴリ3,51,-0.66667
230113M07,8,笠松,ダ,1400,5,5,追込,51.66667,-0.1249975,0.180232558,0.359923768,0.226287263,1.25E-01,1.01E-01,4,カテゴリ3,54,2.33333
230113M07,8,笠松,ダ,1400,6,2,差し,60.33333,8.5416625,2.82E-01,0.349865229,0.383202547,1.25E-01,1.23E-01,2,カテゴリ2,64,3.66667
230113M07,8,笠松,ダ,1400,7,1,差し,59.33333,7.5416625,0.517793103,0.344083527,0.383202547,1.25E-01,1.17E-01,5,カテゴリ3,51,-8.33333
230113M07,8,笠松,ダ,1400,8,7,差し,40.66667,-11.1249975,0.247735749,0.35521405,0.383202547,1.25E-01,1.41E-01,7,カテゴリ3,44,3.33333
230113M08,8,笠松,ダ,1400,1,7,差し,56,-0.375,0.214761661,0.316118048,0.383202547,9.09E-02,1.17E-01,3,カテゴリ2,59,3
230113M08,8,笠松,ダ,1400,2,2,差し,58.66667,2.29167,0.351663748,0.328320091,3.83E-01,9.09E-02,1.18E-01,3,カテゴリ2,59,0.33333
230113M08,8,笠松,ダ,1400,3,5,逃げ,58.66667,2.29167,0.350696992,0.347048808,4.72E-01,2.27E-01,2.04E-01,2,カテゴリ2,60,1.33333
230113M08,8,笠松,ダ,1400,4,3,差し,60.33333,3.95833,0.475334018,0.345346198,0.383202547,9.09E-02,1.17E-01,1,カテゴリ1,62,1.66667
230113M08,8,笠松,ダ,1400,5,1,差し,57,0.625,0.374454829,0.359923768,0.383202547,9.09E-02,1.29E-01,6,カテゴリ3,52,-5
230113M08,8,笠松,ダ,1400,6,8,先行,47,-9.375,0.381711409,0.349865229,0.483471074,2.27E-01,2.08E-01,8,カテゴリ3,44,-3
230113M08,8,笠松,ダ,1400,7,4,追込,54.33333,-2.04167,0.310935441,0.344083527,0.226287263,9.09E-02,9.24E-02,5,カテゴリ3,56,1.66667
230113M08,8,笠松,ダ,1400,8,6,差し,59,2.625,9.62E-02,0.35521405,0.383202547,9.09E-02,1.41E-01,7,カテゴリ3,51,-8
230113M11,8,笠松,ダ,1400,1,7,追込,16,-5.3333325,0.282477341,0.316118048,0.226287263,1.25E-01,8.05E-02,6,カテゴリ3,4,-12
230113M11,8,笠松,ダ,1400,2,2,差し,27.33333,5.9999975,0.270053476,0.328320091,0.383202547,1.25E-01,1.18E-01,2,カテゴリ2,17,-10.33333
230113M11,8,笠松,ダ,1400,3,5,追込,21.33333,-2.5E-06,0.240947992,0.347048808,0.226287263,1.25E-01,8.31E-02,4,カテゴリ3,6,-15.33333
230113M11,8,笠松,ダ,1400,4,4,追込,22.66667,1.3333375,0.374454829,0.345346198,2.26E-01,1.25E-01,1.01E-01,8,カテゴリ3,1,-21.66667
230113M11,8,笠松,ダ,1400,5,3,差し,27.33333,5.9999975,0.204608939,0.359923768,0.383202547,1.25E-01,1.29E-01,5,カテゴリ3,4,-23.33333
230113M11,8,笠松,ダ,1400,6,8,追込,17,-4.3333325,0.350696992,0.349865229,0.226287263,1.25E-01,9.48E-02,3,カテゴリ2,13,-4
230113M11,8,笠松,ダ,1400,7,1,差し,17.33333,-4.0000025,0.247735749,0.344083527,0.383202547,1.25E-01,1.17E-01,1,カテゴリ1,23,5.66667
230113M11,8,笠松,ダ,1400,8,6,追込,21.66667,0.3333375,9.62E-02,0.35521405,0.226287263,1.25E-01,9.63E-02,7,カテゴリ3,2,-19.66667
230115C03,8,高知,ダ,1300,1,6,差し,5.666667,-0.458333462,0.458850056,0.276679842,0.31531176,1.02E-01,1.17E-01,5,カテゴリ3,22,16.333333
230115C03,8,高知,ダ,1300,2,5,逃げ,8.666667,2.541666538,0.291901012,0.295125165,0.453164557,1.94E-01,2.08E-01,7,カテゴリ3,-7,-15.666667
230115C03,8,高知,ダ,1300,3,1,先行,14.66667,8.541669538,5.85E-01,0.304787,0.427466863,1.94E-01,1.77E-01,3,カテゴリ2,37,22.33333
230115C03,8,高知,ダ,1300,4,3,差し,0.6666667,-5.458333763,4.69E-01,0.285902503,0.31531176,1.02E-01,1.17E-01,4,カテゴリ3,34,33.3333333
230115C03,8,高知,ダ,1300,5,2,差し,19,12.87499954,0.403915507,0.295053004,0.31531176,1.02E-01,1.29E-01,1,カテゴリ1,39,20
230115C03,8,高知,ダ,1300,6,8,差し,-17.33333,-23.45833046,0.145746165,0.271634615,0.31531176,1.02E-01,1.23E-01,8,カテゴリ3,-9,8.33333
230115C03,8,高知,ダ,1300,7,7,追込,5.333333,-0.791667463,0.44549763,0.29225169,0.177684618,1.02E-01,9.24E-02,6,カテゴリ3,5,-0.333333
230115C03,8,高知,ダ,1300,8,4,差し,12.33333,6.208329538,0.182807399,0.308597502,3.15E-01,1.02E-01,1.41E-01,2,カテゴリ2,39,26.66667
230115C08,8,高知,ダ,1400,1,2,先行,41.66667,9.45833625,0.44549763,3.20E-01,0.409583108,3.13E-01,1.63E-01,2,カテゴリ2,66,24.33333
230115C08,8,高知,ダ,1400,2,6,追込,28.33333,-3.87500375,0.278289117,0.289703316,0.177346278,9.81E-02,8.21E-02,8,カテゴリ3,51,22.66667
230115C08,8,高知,ダ,1400,3,7,追込,30.66667,-1.54166375,1.83E-01,0.301570681,0.177346278,9.81E-02,8.31E-02,3,カテゴリ2,59,28.33333
230115C08,8,高知,ダ,1400,4,3,差し,29.33333,-2.87500375,0.302769819,0.283420593,0.318990065,9.81E-02,1.17E-01,4,カテゴリ3,59,29.66667
230115C08,8,高知,ダ,1400,5,4,差し,29,-3.20833375,0.223320158,2.77E-01,0.318990065,9.81E-02,1.29E-01,5,カテゴリ3,58,29
230115C08,8,高知,ダ,1400,6,8,追込,25.66667,-6.54166375,0.403915507,0.273030231,0.177346278,9.81E-02,9.48E-02,6,カテゴリ3,56,30.33333
230115C08,8,高知,ダ,1400,7,5,追込,23,-9.20833375,0.291901012,0.279031256,0.177346278,9.81E-02,9.24E-02,7,カテゴリ3,55,32
230115C08,8,高知,ダ,1400,8,1,差し,50,17.79166625,5.85E-01,0.309252939,0.318990065,9.81E-02,1.41E-01,1,カテゴリ1,73,23
230117C03,8,高知,ダ,1400,1,2,差し,45,21.45833375,0.585441404,0.319720768,0.318990065,9.81E-02,1.17E-01,2,カテゴリ2,43,-2
230117C03,8,高知,ダ,1400,2,8,追込,-1,-24.54166625,0.145746165,0.289703316,0.177346278,9.81E-02,8.21E-02,8,カテゴリ3,11,12
230117C03,8,高知,ダ,1400,3,7,差し,8,-15.54166625,8.83E-02,3.02E-01,0.318990065,9.81E-02,1.13E-01,6,カテゴリ3,29,21
230117C03,8,高知,ダ,1400,4,6,差し,27,3.45833375,0.182807399,0.283420593,0.318990065,9.81E-02,1.17E-01,7,カテゴリ3,15,-12
230117C03,8,高知,ダ,1400,5,5,差し,20.33333,-3.20833625,0.291901012,0.276788161,0.318990065,9.81E-02,1.29E-01,1,カテゴリ1,48,27.66667
230117C03,8,高知,ダ,1400,6,3,逃げ,26.33333,2.79166375,0.223320158,2.73E-01,3.98E-01,3.13E-01,2.04E-01,5,カテゴリ3,40,13.66667
230117C03,8,高知,ダ,1400,7,4,差し,25.66667,2.12500375,0.329346826,2.79E-01,3.19E-01,9.81E-02,1.17E-01,3,カテゴリ2,41,15.33333
230117C03,8,高知,ダ,1400,8,1,差し,37,13.45833375,0.458850056,0.309252939,0.318990065,9.81E-02,1.41E-01,4,カテゴリ3,40,3
230117C09,8,高知,ダ,1600,1,7,差し,37,-5.54166875,0.182807399,3.49E-01,3.52E-01,1.11E-01,1.17E-01,6,カテゴリ3,42,5
230117C09,8,高知,ダ,1600,2,6,追込,41.66667,-0.87499875,0.329346826,0.352428394,2.22E-01,1.11E-01,8.21E-02,7,カテゴリ3,41,-0.66667
230117C09,8,高知,ダ,1600,3,1,先行,56,13.45833125,0.458850056,0.337484433,0.408713693,1.67E-01,1.77E-01,1,カテゴリ1,64,8
230117C09,8,高知,ダ,1600,4,5,差し,30.66667,-11.87499875,0.585441404,3.10E-01,3.52E-01,1.11E-01,1.17E-01,4,カテゴリ3,45,14.33333
230117C09,8,高知,ダ,1600,5,2,逃げ,51.66667,9.12500125,0.468965517,0.347447073,0.40397351,1.67E-01,2.04E-01,2,カテゴリ2,58,6.33333
230117C09,8,高知,ダ,1600,6,3,差し,46,3.45833125,4.04E-01,0.313447927,0.352392947,1.11E-01,1.23E-01,5,カテゴリ3,42,-4
230117C09,8,高知,ダ,1600,7,4,差し,44.66667,2.12500125,0.549426934,2.94E-01,0.352392947,1.11E-01,1.17E-01,3,カテゴリ2,49,4.33333
230117C09,8,高知,ダ,1600,8,8,差し,32.66667,-9.87499875,0.213182286,3.01E-01,0.352392947,1.11E-01,1.41E-01,8,カテゴリ3,32,-0.66667
230120F10,8,船橋,ダ,1500,1,6,差し,40.33333,-14.8333375,2.78E-01,2.23E-01,3.03E-01,1.25E-01,1.17E-01,7,カテゴリ3,26,-14.33333
230120F10,8,船橋,ダ,1500,2,7,追込,58,2.8333325,2.18E-01,0.280885781,0.184630256,1.25E-01,8.21E-02,5,カテゴリ3,34,-24
230120F10,8,船橋,ダ,1500,3,5,差し,50.66667,-4.4999975,0.295150821,2.65E-01,0.303485461,1.25E-01,1.13E-01,4,カテゴリ3,35,-15.66667
230120F10,8,船橋,ダ,1500,4,3,差し,67,11.8333325,0.21905805,0.284424379,0.303485461,1.25E-01,1.17E-01,2,カテゴリ2,41,-26
230120F10,8,船橋,ダ,1500,5,4,差し,61.66667,6.5000025,0.437269826,0.303486529,0.303485461,1.25E-01,1.29E-01,6,カテゴリ3,34,-27.66667
230120F10,8,船橋,ダ,1500,6,1,差し,55,-0.1666675,2.36E-01,0.297477745,0.303485461,1.25E-01,1.23E-01,3,カテゴリ2,37,-18
230120F10,8,船橋,ダ,1500,7,2,差し,63.66667,8.5000025,2.52E-01,3.05E-01,0.303485461,1.25E-01,1.17E-01,1,カテゴリ1,48,-15.66667
230120F10,8,船橋,ダ,1500,8,8,差し,45,-10.1666675,0.352367185,2.96E-01,0.303485461,1.25E-01,1.41E-01,8,カテゴリ3,22,-23
230122C02,8,高知,ダ,1400,1,5,差し,18.66667,7.958335875,0.278289117,3.20E-01,0.318990065,9.81E-02,1.17E-01,6,カテゴリ3,11,-7.66667
230122C02,8,高知,ダ,1400,2,4,差し,12.66667,1.958335875,4.59E-01,2.90E-01,0.318990065,9.81E-02,1.18E-01,7,カテゴリ3,7,-5.66667
230122C02,8,高知,ダ,1400,3,3,差し,16,5.291665875,0.468965517,0.301570681,0.318990065,9.81E-02,1.13E-01,1,カテゴリ1,24,8
230122C02,8,高知,ダ,1400,4,2,追込,7,-3.708334125,3.52E-01,2.83E-01,0.177346278,9.81E-02,1.01E-01,3,カテゴリ2,23,16
230122C02,8,高知,ダ,1400,5,8,差し,5.333333,-5.375001125,8.83E-02,0.276788161,0.318990065,9.81E-02,1.29E-01,8,カテゴリ3,-2,-7.333333
230122C02,8,高知,ダ,1400,6,1,先行,6.666667,-4.041667125,0.182807399,2.73E-01,0.409583108,3.13E-01,2.08E-01,5,カテゴリ3,12,5.333333
230122C02,8,高知,ダ,1400,7,7,差し,6.333333,-4.375001125,0.337373737,2.79E-01,0.318990065,9.81E-02,1.17E-01,2,カテゴリ2,23,16.666667
230122C02,8,高知,ダ,1400,8,6,差し,13,2.291665875,2.12E-01,0.309252939,0.318990065,9.81E-02,1.41E-01,4,カテゴリ3,20,7
230122C04,8,高知,ダ,1300,1,4,差し,17,-0.1666655,0.145746165,2.77E-01,0.31531176,8.93E-02,1.17E-01,3,カテゴリ2,21,4
230122C04,8,高知,ダ,1300,2,2,差し,25.33333,8.1666645,0.152086907,2.95E-01,3.15E-01,8.93E-02,1.18E-01,2,カテゴリ2,27,1.66667
230122C04,8,高知,ダ,1300,3,3,追込,62,44.8333345,0.151223776,3.05E-01,0.177684618,8.93E-02,8.31E-02,6,カテゴリ3,11,-51
230122C04,8,高知,ダ,1300,4,1,先行,27,9.8333345,0.468965517,2.86E-01,4.27E-01,3.75E-01,1.80E-01,1,カテゴリ1,29,2
230122C04,8,高知,ダ,1300,5,8,追込,-6.333333,-23.4999985,0.278289117,0.295053004,1.78E-01,8.93E-02,1.01E-01,8,カテゴリ3,-8,-1.666667
230122C04,8,高知,ダ,1300,6,6,追込,4.666667,-12.4999985,0.261243386,0.271634615,1.78E-01,8.93E-02,9.48E-02,5,カテゴリ3,13,8.333333
230122C04,8,高知,ダ,1300,7,7,追込,-10.66667,-27.8333355,0.223320158,2.92E-01,0.177684618,8.93E-02,9.24E-02,7,カテゴリ3,-1,9.66667
230122C04,8,高知,ダ,1300,8,5,差し,18.33333,1.1666645,8.83E-02,3.09E-01,3.15E-01,8.93E-02,1.41E-01,4,カテゴリ3,21,2.66667
230123M05,8,笠松,ダ,1400,1,7,差し,11.33333,-3.25000325,0.250856751,0.316118048,0.383202547,1.02E-01,1.17E-01,7,カテゴリ3,13,1.66667
230123M05,8,笠松,ダ,1400,2,4,差し,24.66667,10.08333675,0.240947992,3.28E-01,3.83E-01,1.02E-01,1.18E-01,6,カテゴリ3,32,7.33333
230123M05,8,笠松,ダ,1400,3,5,追込,2.333333,-12.25000025,0.350696992,3.47E-01,0.226287263,1.02E-01,8.31E-02,4,カテゴリ3,36,33.666667
230123M05,8,笠松,ダ,1400,4,3,差し,24.66667,10.08333675,0.282477341,3.45E-01,0.383202547,1.02E-01,1.17E-01,3,カテゴリ2,40,15.33333
230123M05,8,笠松,ダ,1400,5,8,追込,-7.666667,-22.25000025,0.374454829,3.60E-01,2.26E-01,1.02E-01,1.01E-01,8,カテゴリ3,-2,5.666667
230123M05,8,笠松,ダ,1400,6,1,差し,13.33333,-1.25000325,0.11637931,0.349865229,0.383202547,1.02E-01,1.23E-01,1,カテゴリ1,60,46.66667
230123M05,8,笠松,ダ,1400,7,6,追込,21,6.41666675,9.62E-02,0.344083527,0.226287263,1.02E-01,9.24E-02,5,カテゴリ3,32,11
230123M05,8,笠松,ダ,1400,8,2,先行,27,12.41666675,0.204608939,0.35521405,4.83E-01,2.85E-01,1.96E-01,2,カテゴリ2,43,16
230123M06,8,笠松,ダ,1400,1,4,逃げ,29.33333,13.99999621,0.180232558,0.316118048,0.4723093,2.27E-01,2.23E-01,3,カテゴリ2,36,6.66667
230123M06,8,笠松,ダ,1400,2,7,差し,2.666667,-12.66666679,0.310935441,0.328320091,3.83E-01,9.09E-02,1.18E-01,5,カテゴリ3,10,7.333333
230123M06,8,笠松,ダ,1400,3,5,差し,26,10.66666621,1.16E-01,0.347048808,0.383202547,9.09E-02,1.13E-01,6,カテゴリ3,8,-18
230123M06,8,笠松,ダ,1400,4,8,追込,-0.6666667,-16.00000049,0.204608939,0.345346198,2.26E-01,9.09E-02,1.01E-01,8,カテゴリ3,-1,-0.3333333
230123M06,8,笠松,ダ,1400,5,2,差し,29.33333,13.99999621,0.240947992,3.60E-01,0.383202547,9.09E-02,1.29E-01,4,カテゴリ3,25,-4.33333
230123M06,8,笠松,ダ,1400,6,3,差し,18.66667,3.333336213,0.214761661,3.50E-01,0.383202547,9.09E-02,1.23E-01,1,カテゴリ1,48,29.33333
230123M06,8,笠松,ダ,1400,7,1,先行,35.66667,20.33333621,0.464390818,3.44E-01,0.483471074,2.27E-01,1.88E-01,2,カテゴリ2,48,12.33333
230123M06,8,笠松,ダ,1400,8,6,追込,-18.33333,-33.66666379,0.31897712,0.35521405,0.226287263,9.09E-02,9.63E-02,7,カテゴリ3,5,23.33333
230123M07,8,笠松,ダ,1400,1,7,差し,47.33333,3.83333,0.180232558,0.316118048,0.383202547,1.02E-01,1.17E-01,6,カテゴリ3,51,3.66667
230123M07,8,笠松,ダ,1400,2,4,先行,38,-5.5,0.475334018,0.328320091,0.483471074,2.85E-01,1.73E-01,1,カテゴリ1,65,27
230123M07,8,笠松,ダ,1400,3,2,差し,55.66667,12.16667,0.381711409,0.347048808,0.383202547,1.02E-01,1.13E-01,5,カテゴリ3,53,-2.66667
230123M07,8,笠松,ダ,1400,4,5,差し,46.66667,3.16667,0.464390818,3.45E-01,0.383202547,1.02E-01,1.17E-01,3,カテゴリ2,59,12.33333
230123M07,8,笠松,ダ,1400,5,8,追込,37.33333,-6.16667,0.374454829,0.359923768,2.26E-01,1.02E-01,1.01E-01,8,カテゴリ3,39,1.66667
230123M07,8,笠松,ダ,1400,6,6,差し,44,0.5,0.204608939,0.349865229,0.383202547,1.02E-01,1.23E-01,7,カテゴリ3,48,4
230123M07,8,笠松,ダ,1400,7,1,差し,45.66667,2.16667,3.19E-01,0.344083527,0.383202547,1.02E-01,1.17E-01,4,カテゴリ3,55,9.33333
230123M07,8,笠松,ダ,1400,8,3,差し,33.33333,-10.16667,0.517793103,0.35521405,0.383202547,1.02E-01,1.41E-01,2,カテゴリ2,61,27.66667
230124M01,8,笠松,ダ,1400,1,4,差し,25.66667,4.000004625,0.475334018,0.316118048,0.383202547,1.25E-01,1.17E-01,5,カテゴリ3,16,-9.66667
230124M01,8,笠松,ダ,1400,2,7,差し,12.33333,-9.333335375,0.214761661,0.328320091,0.383202547,1.25E-01,1.18E-01,8,カテゴリ3,10,-2.33333
230124M01,8,笠松,ダ,1400,3,8,差し,10.33333,-11.33333538,0.270053476,0.347048808,0.383202547,1.25E-01,1.13E-01,6,カテゴリ3,13,2.66667
230124M01,8,笠松,ダ,1400,4,3,差し,29,7.333334625,0.517793103,0.345346198,0.383202547,1.25E-01,1.17E-01,4,カテゴリ3,21,-8
230124M01,8,笠松,ダ,1400,5,1,差し,36.33333,14.66666463,2.51E-01,3.60E-01,0.383202547,1.25E-01,1.29E-01,1,カテゴリ1,28,-8.33333
230124M01,8,笠松,ダ,1400,6,5,差し,23,1.333334625,0.204608939,3.50E-01,0.383202547,0.125,0.122842412,3,カテゴリ2,26,3
230124M01,8,笠松,ダ,1400,7,2,差し,30.33333,8.666664625,0.343236904,3.44E-01,0.383202547,1.25E-01,1.17E-01,2,カテゴリ2,27,-3.33333
230124M01,8,笠松,ダ,1400,8,6,差し,6.333333,-15.33333238,0.31897712,0.35521405,0.383202547,1.25E-01,1.41E-01,7,カテゴリ3,12,5.666667
230124M03,8,笠松,ダ,1400,1,4,差し,11.66667,-4.95833125,0.204608939,0.316118048,0.383202547,1.02E-01,1.17E-01,6,カテゴリ3,7,-4.66667
230124M03,8,笠松,ダ,1400,2,2,追込,29.66667,13.04166875,0.270053476,0.328320091,0.226287263,1.02E-01,8.21E-02,4,カテゴリ3,12,-17.66667
230124M03,8,笠松,ダ,1400,3,1,先行,35.66667,19.04166875,4.75E-01,0.347048808,0.483471074,2.85E-01,1.77E-01,1,カテゴリ1,34,-1.66667
230124M03,8,笠松,ダ,1400,4,7,追込,11.33333,-5.29167125,0.374454829,0.345346198,0.226287263,1.02E-01,1.01E-01,5,カテゴリ3,12,0.66667
230124M03,8,笠松,ダ,1400,5,5,追込,20.66667,4.04166875,0.11637931,0.359923768,0.226287263,1.02E-01,1.01E-01,3,カテゴリ2,15,-5.66667
230124M03,8,笠松,ダ,1400,6,8,追込,7,-9.62500125,0.31897712,0.349865229,0.226287263,1.02E-01,9.48E-02,7,カテゴリ3,4,-3
230124M03,8,笠松,ダ,1400,7,6,差し,11,-5.62500125,0.250856751,0.344083527,0.383202547,1.02E-01,1.17E-01,2,カテゴリ2,28,17
230124M03,8,笠松,ダ,1400,8,3,差し,6,-10.62500125,0.204780011,0.35521405,0.383202547,1.02E-01,1.41E-01,8,カテゴリ3,3,-3
